0	5	1	"Home Undeceiver"	2019-02-23 21:11:06.530860529 UTC	5.2851e-2
0	5	5	"Home Undeceiver"	2019-02-23 21:11:06.676563955 UTC	0.23013301
0	5	10	"Home Undeceiver"	2019-02-23 21:11:06.953256964 UTC	0.516593
0	5	20	"Home Undeceiver"	2019-02-23 21:11:07.536209038 UTC	1.591707
0	5	50	"Home Undeceiver"	2019-02-23 21:11:09.252931165 UTC	Not enough solutions
0	10	1	"Home Undeceiver"	2019-02-23 21:11:09.375816103 UTC	4.3050002e-2
0	10	5	"Home Undeceiver"	2019-02-23 21:11:09.461781288 UTC	0.232414
0	10	10	"Home Undeceiver"	2019-02-23 21:11:09.741666804 UTC	0.518211
0	10	20	"Home Undeceiver"	2019-02-23 21:11:10.326253166 UTC	1.587269
0	10	50	"Home Undeceiver"	2019-02-23 21:11:12.034340349 UTC	Not enough solutions
0	15	1	"Home Undeceiver"	2019-02-23 21:11:12.158375256 UTC	4.3081e-2
0	15	5	"Home Undeceiver"	2019-02-23 21:11:12.245355616 UTC	0.23132502
0	15	10	"Home Undeceiver"	2019-02-23 21:11:12.523797896 UTC	0.51219
0	15	20	"Home Undeceiver"	2019-02-23 21:11:13.103440115 UTC	1.629704
0	15	50	"Home Undeceiver"	2019-02-23 21:11:14.864630409 UTC	Not enough solutions
0	20	1	"Home Undeceiver"	2019-02-23 21:11:14.997470343 UTC	4.6471998e-2
0	20	5	"Home Undeceiver"	2019-02-23 21:11:15.10091457 UTC	0.23229201
0	20	10	"Home Undeceiver"	2019-02-23 21:11:15.380009597 UTC	0.52487797
0	20	20	"Home Undeceiver"	2019-02-23 21:11:15.975926162 UTC	1.6015401
0	20	50	"Home Undeceiver"	2019-02-23 21:11:17.705495242 UTC	Not enough solutions
1	5	1	"Home Undeceiver"	2019-02-23 21:11:17.833242245 UTC	0.11034401
1	5	5	"Home Undeceiver"	2019-02-23 21:11:18.054772108 UTC	0.69281805
1	5	10	"Home Undeceiver"	2019-02-23 21:11:18.864974788 UTC	1.4094499
1	5	20	"Home Undeceiver"	2019-02-23 21:11:20.414788052 UTC	3.0632818
1	5	50	"Home Undeceiver"	2019-02-23 21:11:23.670231291 UTC	Not enough solutions
1	10	1	"Home Undeceiver"	2019-02-23 21:11:24.022341069 UTC	0.115480006
1	10	5	"Home Undeceiver"	2019-02-23 21:11:24.261936588 UTC	0.70513195
1	10	10	"Home Undeceiver"	2019-02-23 21:11:25.087448388 UTC	1.326262
1	10	20	"Home Undeceiver"	2019-02-23 21:11:26.587785559 UTC	3.363795
1	10	50	"Home Undeceiver"	2019-02-23 21:11:30.142782175 UTC	Not enough solutions
1	15	1	"Home Undeceiver"	2019-02-23 21:11:30.475302105 UTC	0.108724006
1	15	5	"Home Undeceiver"	2019-02-23 21:11:30.694785558 UTC	0.720294
1	15	10	"Home Undeceiver"	2019-02-23 21:11:31.537580134 UTC	1.397014
1	15	20	"Home Undeceiver"	2019-02-23 21:11:33.123319345 UTC	3.5840132
1	15	50	"Home Undeceiver"	2019-02-23 21:11:36.880606317 UTC	Not enough solutions
1	20	1	"Home Undeceiver"	2019-02-23 21:11:37.271179086 UTC	0.119154
1	20	5	"Home Undeceiver"	2019-02-23 21:11:37.524128675 UTC	0.69357103
1	20	10	"Home Undeceiver"	2019-02-23 21:11:38.350239359 UTC	1.882205
1	20	20	"Home Undeceiver"	2019-02-23 21:11:40.438144509 UTC	3.496699
1	20	50	"Home Undeceiver"	2019-02-23 21:11:44.177847086 UTC	Not enough solutions
2	5	1	"Home Undeceiver"	2019-02-23 21:11:44.584958905 UTC	0.310591
2	5	5	"Home Undeceiver"	2019-02-23 21:11:45.233236622 UTC	1.6696479
2	5	10	"Home Undeceiver"	2019-02-23 21:11:47.23495282 UTC	3.502521
2	5	20	"Home Undeceiver"	2019-02-23 21:11:51.04622029 UTC	9.320525
2	5	50	"Home Undeceiver"	2019-02-23 21:12:01.130367976 UTC	Not enough solutions
2	10	1	"Home Undeceiver"	2019-02-23 21:12:01.955940149 UTC	0.35939398
2	10	5	"Home Undeceiver"	2019-02-23 21:12:02.617614009 UTC	1.608747
2	10	10	"Home Undeceiver"	2019-02-23 21:12:04.562982618 UTC	4.034331
2	10	20	"Home Undeceiver"	2019-02-23 21:12:08.989438572 UTC	7.3882923
2	10	50	"Home Undeceiver"	2019-02-23 21:12:16.968193564 UTC	Not enough solutions
2	15	1	"Home Undeceiver"	2019-02-23 21:12:17.92916353 UTC	0.381991
2	15	5	"Home Undeceiver"	2019-02-23 21:12:18.596696171 UTC	1.4261271
